Feature,Mean Difference,Gender
disposition,0.02265,M
boards,0.0226,M
deputy,0.0226,M
crimes,0.022466667,M
provides,0.02245,M
bradley,0.0224,M
fraudulent,0.0224,M
produced,0.022371429,M
systems,0.022342857,M
basic,0.022333333,M
confessions,0.0223,M
eye,0.0223,M
killed,0.0222,M
lawsuit,0.0222,M
mail,0.0222,M
wholesale,0.0222,M
constitute,0.022125,M
attendance,0.0221,M
collect,0.0221,M
debate,0.022028571,M
initial,0.022,M
anderson,0.02196,M
comment,0.0218,M
medication,0.0218,M
clear,0.021784615,M
abandonment,0.0217,M
initiated,0.0216,M
tuition,0.0216,M
consolidated,0.0215,M
silent,0.021433333,M
treated,0.0214,M
senator,0.021333333,M
nebraska,0.0213,M
breach,0.0212,M
broadcasting,0.0212,M
harlan,0.0211,M
unavailable,0.0211,M
unknown,0.0211,M
van,0.0211,M
inadmissible,0.021,M
nonmembers,0.021,M
controlled,0.020971429,M
limit,0.020888889,M
collecting,0.0208,M
testimony,0.0207,M
publishing,0.0205,M
criminal,0.020415385,M
entertain,0.0204,M
forbidden,0.0204,M
prosecutor,0.0204,M
witnesses,0.0204,M
passage,0.020314286,M
leaves,0.020285714,M
appeal,0.020254545,M
republican,0.02024,M
illness,0.0202,M
inquire,0.0202,M
retain,0.0202,M
service,0.020109091,M
testimonial,0.0201,M
vacating,0.02,M
so,0.019985714,M
acceptable,0.01995,M
disclose,0.01995,M
restatement,0.019933333,M
accompanied,0.0199,M
comity,0.0198,M
inapplicable,0.0198,M
discharged,0.01976,M
incorrect,0.019733333,M
denial,0.019711111,M
begin,0.019571429,M
provision,0.019492308,M
delaware,0.0194,M
heard,0.0194,M
aside,0.019325,M
automobile,0.019314286,M
contacts,0.0193,M
eliminated,0.0193,M
names,0.0193,M
him,0.019266667,M
outcome,0.019142857,M
brandeis,0.019,M
brooks,0.019,M
facilitate,0.0188,M
families,0.0188,M
freedoms,0.0188,M
adult,0.018771429,M
counsel,0.01875,M
selling,0.01872,M
accepted,0.0186,M
assure,0.0186,M
voters,0.018488889,M
qualified,0.01845,M
identifiable,0.0184,M
sentencing,0.018383333,M
mine,0.01835,M
const,0.018233333,M
credits,0.0182,M
ended,0.0182,M
indicted,0.0182,M
litigants,0.0182,M
deposition,0.018,M
pointed,0.018,M
falls,0.017942857,M
believed,0.017925,M
fiduciary,0.0179,M
mixed,0.0179,M
nowhere,0.0179,M
contact,0.01775,M
ineffective,0.017733333,M
loss,0.017625,M
count,0.0176,M
devoted,0.0176,M
grand,0.017571429,M
scott,0.01744,M
footnotes,0.01735,M
principally,0.0173,M
compete,0.0172,M
client,0.017142857,M
batson,0.0171,M
confront,0.017,M
early,0.016975,M
boundary,0.0169,M
communication,0.016885714,M
reality,0.016766667,M
classic,0.016733333,M
iii,0.01658,M
display,0.0165,M
legislate,0.0165,M
change,0.016488889,M
let,0.016433333,M
hiring,0.0164,M
justify,0.0164,M
picture,0.0163,M
safety,0.01625,M
hill,0.0162,M
chief,0.016133333,M
punish,0.016133333,M
colorado,0.016,M
down,0.016,M
founding,0.016,M
statewide,0.016,M
dealer,0.01595,M
speech,0.015945455,M
head,0.01584,M
fellow,0.0158,M
felt,0.0158,M
history,0.015683333,M
during,0.015672727,M
burglary,0.0156,M
lawrence,0.0156,M
helps,0.0156,M
fail,0.015571429,M
gave,0.0154,M
country,0.0152,M
puts,0.0152,M
filing,0.015066667,M
unquestionably,0.015033333,M
addressed,0.015,M
length,0.014933333,M
small,0.014925,M
unlawful,0.014866667,M
appealed,0.0148,M
radio,0.0148,M
solely,0.0148,M
stages,0.0148,M
manner,0.014711111,M
desirable,0.0147,M
expenses,0.0146,M
preceded,0.0146,M
willingness,0.0146,M
supreme,0.014583333,M
fraud,0.014533333,M
advances,0.0145,M
interlocutory,0.0144,M
subsequent,0.0144,M
travelers,0.0144,M
sensible,0.0143,M
address,0.014288889,M
fully,0.0142,M
reputation,0.0142,M
legal,0.014116667,M
writ,0.014088889,M
declare,0.014,M
revealed,0.014,M
compulsion,0.0139,M
sexually,0.01384,M
before,0.013815385,M
plus,0.0138,M
delivery,0.013766667,M
inadequate,0.013766667,M
purports,0.013733333,M
shares,0.0137,M
wife,0.0137,M
area,0.013688889,M
running,0.01368,M
person,0.013533333,M
concession,0.0135,M
final,0.013488889,M
statutes,0.013418182,M
energy,0.0134,M
tucker,0.0134,M
controlling,0.013228571,M
prison,0.013133333,M
judgments,0.013125,M
contemplated,0.0131,M
conditions,0.013088889,M
cash,0.01304,M
contracts,0.013,M
searching,0.013,M
equivalent,0.012971429,M
expired,0.0129,M
jurors,0.012888889,M
punishment,0.01286,M
add,0.01284,M
respective,0.0128,M
unlike,0.012733333,M
overriding,0.01265,M
harlow,0.0126,M
notwithstanding,0.012571429,M
passenger,0.01248,M
primary,0.012466667,M
kept,0.0124,M
lost,0.0124,M
luggage,0.0123,M
limitation,0.012288889,M
signed,0.01228,M
div,0.0122,M
unjust,0.0122,M
aid,0.0122,M
recognize,0.012175,M
distribution,0.012171429,M
aedpa,0.012033333,M
day,0.011933333,M
guards,0.0119,M
reservation,0.011857143,M
disclosed,0.0118,M
wanted,0.0118,M
words,0.01174,M
contents,0.0117,M
invoked,0.011633333,M
functional,0.0116,M
reducing,0.0116,M
spoken,0.0116,M
knows,0.011533333,M
each,0.011516667,M
went,0.011514286,M
covers,0.01135,M
freely,0.0113,M
programming,0.0113,M
validity,0.011288889,M
effective,0.011266667,M
clarification,0.0112,M
ashcroft,0.0111,M
introduction,0.0111,M
accident,0.011,M
branches,0.011,M
consequences,0.011,M
navy,0.011,M
odd,0.011,M
throughout,0.010971429,M
away,0.010914286,M
cast,0.010833333,M
subjective,0.010833333,M
fears,0.0107,M
resource,0.0107,M
larger,0.0107,M
patterson,0.0107,M
intended,0.01065,M
bureau,0.010566667,M
consent,0.010511111,M
perception,0.0105,M
involved,0.010488889,M
modify,0.01044,M
arguable,0.0104,M
late,0.010366667,M
issues,0.010311111,M
offensive,0.0103,M
boundaries,0.010266667,M
intentional,0.010233333,M
affirmative,0.0102,M
appeared,0.0102,M
implicit,0.010133333,M
satisfactory,0.0101,M
allocation,0.0101,M
opinions,0.010066667,M
eng,0.01,M
henry,0.01,M
lacks,0.01,M
f.supp,0.009771429,M
import,0.00976,M
filed,0.00974,M
finding,0.00972,M
rail,0.0097,M
consist,0.0096,M
dependent,0.0096,M
exclusive,0.0096,M
imposing,0.009575,M
outset,0.00955,M
efficiency,0.0094,M
ind,0.0094,M
senators,0.0094,M
default,0.009371429,M
completely,0.009314286,M
politics,0.0092,M
sued,0.0092,M
concludes,0.009088889,M
vast,0.00908,M
precisely,0.00905,M
comm,0.009,M
growth,0.009,M
typical,0.0089,M
research,0.008833333,M
dealers,0.0088,M
motion,0.0088,M
possession,0.0088,M
while,0.00865,M
contractor,0.00855,M
return,0.008525,M
they,0.008442857,M
usually,0.00844,M
into,0.008338462,M
adopting,0.008333333,M
admit,0.0083,M
absence,0.0082,M
accomplished,0.0082,M
dormant,0.0082,M
education,0.008133333,M
ordered,0.008114286,M
louisiana,0.0081,M
practical,0.008088889,M
administered,0.008,M
irrelevant,0.008,M
reduction,0.007966667,M
enabling,0.0079,M
earlier,0.007888889,M
subsequently,0.007833333,M
adjudication,0.007825,M
feet,0.0078,M
individual,0.007733333,M
ensuring,0.0077,M
similar,0.0077,M
mere,0.007666667,M
determinations,0.00765,M
extra,0.0076,M
receives,0.00755,M
multiple,0.007533333,M
constitutionally,0.007488889,M
forum,0.007488889,M
adopted,0.007444444,M
disease,0.0074,M
none,0.0074,M
postal,0.0074,M
suffice,0.0074,M
giving,0.007325,M
them,0.007323077,M
condemned,0.0073,M
funded,0.0073,M
block,0.0072,M
relate,0.00704,M
entitle,0.007,M
necessity,0.006971429,M
activities,0.006933333,M
statement,0.006816667,M
trading,0.0068,M
youth,0.00668,M
declaration,0.006666667,M
ability,0.0066,M
jail,0.0066,M
mineral,0.0066,M
president,0.0066,M
probability,0.006566667,M
federal,0.006542857,M
assuming,0.006525,M
tender,0.0065,M
turns,0.006428571,M
comm’n,0.0064,M
pure,0.0064,M
commission,0.006345455,M
condition,0.006266667,M
whatever,0.006266667,M
removed,0.006171429,M
domain,0.0061,M
unlawfully,0.0061,M
book,0.006,M
colo,0.006,M
concerned,0.005866667,M
active,0.0058,M
appendix,0.0058,M
constructive,0.0058,M
mrs,0.0058,M
consider,0.005745455,M
imagine,0.00564,M
pendency,0.0056,M
murder,0.005488889,M
advised,0.0054,M
rise,0.005371429,M
minors,0.0053,M
indian,0.005266667,M
minority,0.005266667,M
unit,0.005233333,M
changes,0.005225,M
appoint,0.0052,M
arguably,0.005171429,M
code,0.005145455,M
clayton,0.0051,M
officials,0.005044444,M
comply,0.005,M
paul,0.005,M
suppose,0.005,M
elected,0.004971429,M
represented,0.004771429,M
need,0.004766667,M
appellants,0.00475,M
still,0.004488889,M
motivation,0.0044,M
series,0.004333333,M
random,0.0043,M
rulemaking,0.0042,M
judiciary,0.004125,M
assuring,0.004,M
engaging,0.004,M
lawsuits,0.004,M
offenses,0.004,M
independence,0.0039,M
began,0.0038,M
enforceability,0.0038,M
excluded,0.0038,M
century,0.0036,M
empirical,0.0036,M
are,0.00352,M
points,0.003488889,M
determination,0.00334,M
assume,0.003266667,M
maximum,0.00325,M
prevents,0.00324,M
portion,0.003225,M
outright,0.0032,M
promulgated,0.0032,M
stability,0.0032,M
responses,0.0031,M
importantly,0.003,M
although,0.002966667,M
appeals,0.00296,M
broadly,0.002933333,M
peace,0.0029,M
relief,0.0029,M
feature,0.0028,M
industrial,0.002766667,M
claimant,0.00275,M
emphasizing,0.0027,M
rules,0.00265,M
record,0.002633333,M
slightly,0.0026,M
resolved,0.002571429,M
capable,0.002533333,M
stated,0.002533333,M
accepts,0.0025,M
answered,0.0024,M
entry,0.0024,M
e.g,0.0024,M
current,0.002375,M
absurd,0.0023,M
identifies,0.0023,M
james,0.0022,M
considered,0.002181818,M
taylor,0.002033333,M
continuing,0.002028571,M
enjoyed,0.002,M
in,0.002,M
note,0.002,M
realized,0.002,M
dangerous,0.001914286,M
denied,0.0019,M
situated,0.00184,M
approach,0.00184,M
boston,0.0017,M
cite,0.0017,M
involuntary,0.00168,M
treatment,0.001666667,M
conflicts,0.00164,M
incorrectly,0.0016,M
regulations,0.0016,M
environment,0.0016,M
indians,0.001571429,M
compelled,0.001514286,M
achieved,0.0015,M
careful,0.0014,M
columbia,0.0014,M
flawed,0.0014,M
s.e,0.00135,M
receive,0.00132,M
schools,0.00132,M
without,0.0013,M
ohio,0.001288889,M
objective,0.001266667,M
sale,0.001228571,M
unnecessary,0.001175,M
parent,0.001171429,M
pursuant,0.00115,M
plea,0.001066667,M
clearly,0.001,M
congress,0.001,M
raises,0.001,M
next,9.60E-04,M
voluntary,9.33E-04,M
induce,9.00E-04,M
occurs,8.67E-04,M
decency,8.00E-04,M
detained,8.00E-04,M
everyone,8.00E-04,M
include,8.00E-04,M
taxpayers,8.00E-04,M
your,7.71E-04,M
affairs,7.50E-04,M
interrogation,7.50E-04,M
substantially,7.50E-04,M
debtor,7.33E-04,M
doubt,7.00E-04,M
science,7.00E-04,M
understood,7.00E-04,M
campaign,6.67E-04,M
john,6.00E-04,M
art,6.00E-04,M
chain,6.00E-04,M
consistently,6.00E-04,M
independent,6.00E-04,M
levy,6.00E-04,M
club,5.00E-04,M
correction,5.00E-04,M
illegally,5.00E-04,M
malice,5.00E-04,M
party,5.00E-04,M
alleging,4.67E-04,M
acts,4.00E-04,M
error,4.00E-04,M
implemented,4.00E-04,M
object,4.00E-04,M
opposite,4.00E-04,M
danger,2.00E-04,M
legislators,2.00E-04,M
litigant,2.00E-04,M
united,2.00E-04,M
unwise,2.00E-04,M
year,2.00E-04,M
assistant,1.00E-04,M
